Campaign_ID,Influencer_Category,Category,Platform,Campaign_Type,Budget_Allocated,Amount_Spent,Revenue_Generated,ROI,Conversions,Estimated_Reach,Impressions
CAMP_0446,Fashion,Fashion,TikTok,Influencer Story Campaign,839.42,874.81,3634.79,3.1549,135,9336,9738
CAMP_0447,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,75859.57,72903.68,216735.99,1.9729,4725,8818703,7676888
CAMP_0448,Tech,Tech,TikTok,Influencer Brand Ambassador,410.28,402.6,1826.04,3.5356,31,5913,6244
CAMP_0449,Food,Food,YouTube,Influencer Story Campaign,4008.78,4133.3,14332.4,2.4675,444,59851,72008
CAMP_0450,Fashion,Fashion,Instagram,Influencer Brand Ambassador,13330.1,12923.73,42112.07,2.2585,1275,1007904,1483033
CAMP_0451,Fashion,Fashion,YouTube,Influencer Sponsored Post,599.68,592.01,2329.45,2.9348,56,11832,14121
CAMP_0452,Travel,Travel,Instagram,Influencer Reel Collaboration,330.67,339.2,978.27,1.8841,19,5030,6241
CAMP_0453,Food,Food,Instagram,Influencer Brand Ambassador,3241.4,3127.1,9894.72,2.1642,158,45779,56029
CAMP_0454,Travel,Travel,TikTok,Influencer Story Campaign,42768.7,43090.11,105800.16,1.4553,2041,6554109,8622378
CAMP_0455,Fitness,Fitness,YouTube,Influencer Brand Ambassador,4826.38,4842.19,20261.62,3.1844,345,33964,36794
CAMP_0456,Fitness,Fitness,Instagram,Influencer Story Campaign,2253.93,2158.99,7676.52,2.5556,193,97591,122110
CAMP_0457,Tech,Tech,YouTube,Influencer Brand Ambassador,12814.04,12478.55,41045.23,2.2893,631,582161,735511
CAMP_0458,Lifestyle,Lifestyle,Instagram,Influencer Story Campaign,282.41,294.21,1144.19,2.889,22,2545,2131
CAMP_0459,Food,Food,TikTok,Influencer Sponsored Post,694.48,698.04,2953.54,3.2312,76,2881,2877
CAMP_0460,Lifestyle,Lifestyle,Instagram,Influencer Story Campaign,1682.43,1692.96,5324.04,2.1448,73,16607,17066
CAMP_0461,Food,Food,YouTube,Influencer Brand Ambassador,1540.46,1525.22,4730.92,2.1018,71,103438,146272
CAMP_0462,Food,Food,TikTok,Influencer Brand Ambassador,58532.13,59972.72,125734.45,1.0965,2550,4910582,5185811
CAMP_0463,Tech,Tech,Instagram,Influencer Brand Ambassador,618.65,596.81,2651.58,3.4429,35,3733,5460
CAMP_0464,Food,Food,Instagram,Influencer Sponsored Post,16969.47,16121.98,46772.86,1.9012,1841,736003,781304
CAMP_0465,Food,Food,TikTok,Influencer Reel Collaboration,1653.08,1659.66,6091.44,2.6703,207,108615,134435
CAMP_0466,Travel,Travel,TikTok,Influencer Brand Ambassador,3971.71,3867.16,11601.85,2.0001,161,47235,43819
CAMP_0467,Tech,Tech,Instagram,Influencer Reel Collaboration,2088.54,2055.04,7991.99,2.889,102,93625,76350
CAMP_0468,Fitness,Fitness,Instagram,Influencer Brand Ambassador,550.73,523.34,2330.69,3.4535,70,1634,1871
CAMP_0469,Tech,Tech,YouTube,Influencer Brand Ambassador,12475.94,12229.9,41015.31,2.3537,574,499438,732251
CAMP_0470,Fitness,Fitness,Instagram,Influencer Reel Collaboration,576.12,597.11,2287.32,2.8307,59,4648,4959
CAMP_0471,Fitness,Fitness,Instagram,Influencer Story Campaign,4899.89,4977.75,21151.14,3.2491,313,44396,51712
CAMP_0472,Fashion,Fashion,YouTube,Influencer Reel Collaboration,9681.64,9106.74,28090.08,2.0845,431,448756,592944
CAMP_0473,Travel,Travel,TikTok,Influencer Sponsored Post,3554.08,3436.28,13441.54,2.9117,171,38047,36722
CAMP_0474,Food,Food,Instagram,Influencer Sponsored Post,420.88,408.87,1698.62,3.1544,44,3460,5114
CAMP_0475,Travel,Travel,YouTube,Influencer Story Campaign,1357.92,1337.54,4172.83,2.1198,53,32669,43505
CAMP_0476,Fitness,Fitness,Instagram,Influencer Brand Ambassador,3805.31,3563.13,12056.35,2.3836,318,26076,38779
CAMP_0477,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,5320.29,5142.39,17679.48,2.438,342,506119,559894
CAMP_0478,Tech,Tech,TikTok,Influencer Reel Collaboration,349.3,336.05,1754.59,4.2212,34,7196,10127
CAMP_0479,Travel,Travel,TikTok,Influencer Story Campaign,324.02,332.61,1058.27,2.1817,15,6344,7322
CAMP_0480,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,2456.3,2336.05,7643.64,2.272,118,93290,117620
CAMP_0481,Travel,Travel,YouTube,Influencer Story Campaign,2990.2,2810.9,8951.31,2.1845,209,84281,73103
CAMP_0482,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,6946.61,6419.12,20875.92,2.2521,675,1025923,958347
CAMP_0483,Fitness,Fitness,TikTok,Influencer Reel Collaboration,12887.32,12845.3,43324.8,2.3728,671,845381,684048
CAMP_0484,Fashion,Fashion,YouTube,Influencer Sponsored Post,3555.67,3529.15,13186.56,2.7365,172,59307,64713
CAMP_0485,Tech,Tech,Instagram,Influencer Brand Ambassador,3937.2,3662.11,15072.66,3.1158,493,51833,49848
CAMP_0486,Food,Food,Instagram,Influencer Story Campaign,1995.05,2081.19,8433.73,3.0524,151,93962,111880
CAMP_0487,Lifestyle,Lifestyle,Instagram,Influencer Brand Ambassador,15538.26,16078.48,47298.11,1.9417,1004,557820,578046
CAMP_0488,Fashion,Fashion,TikTok,Influencer Reel Collaboration,92198.8,96706.42,258781.05,1.6759,6038,10328833,10950666
CAMP_0489,Lifestyle,Lifestyle,YouTube,Influencer Brand Ambassador,3252.58,3150.96,8486.34,1.6933,189,40039,44710
CAMP_0490,Food,Food,Instagram,Influencer Sponsored Post,67661.03,63436.35,135385.37,1.1342,1830,9784044,7872223
CAMP_0491,Fashion,Fashion,Instagram,Influencer Brand Ambassador,857.55,891.41,3116.62,2.4963,55,6021,5214
CAMP_0492,Food,Food,Instagram,Influencer Story Campaign,493.67,470.21,1833.16,2.8986,46,11038,11150
CAMP_0493,Travel,Travel,YouTube,Influencer Story Campaign,15853.71,15579.91,27248.75,0.749,428,941420,1293191
CAMP_0494,Fitness,Fitness,TikTok,Influencer Brand Ambassador,846.67,787.57,3379.4,3.2909,120,7751,10383
CAMP_0495,Tech,Tech,YouTube,Influencer Reel Collaboration,29643.24,30153.05,97396.15,2.2301,1626,4903691,6093010
CAMP_0496,Fitness,Fitness,Instagram,Influencer Sponsored Post,3259.65,3211.77,9382.99,1.9214,252,54838,45809
CAMP_0497,Lifestyle,Lifestyle,YouTube,Influencer Reel Collaboration,13628.82,12931.99,34768.01,1.6885,1077,204458,175380
CAMP_0498,Travel,Travel,Instagram,Influencer Reel Collaboration,2594.11,2647.54,9839.92,2.7166,305,68949,61668
CAMP_0499,Travel,Travel,Instagram,Influencer Reel Collaboration,3285.32,3285.58,10676.73,2.2496,368,85553,114961
CAMP_0500,Tech,Tech,TikTok,Influencer Sponsored Post,530.87,512.44,2133.29,3.163,50,7484,9098
CAMP_0501,Fitness,Fitness,Instagram,Influencer Story Campaign,69297.68,69367.93,107070.7,0.5435,2829,8519054,10902271
CAMP_0502,Fashion,Fashion,Instagram,Influencer Sponsored Post,8645.72,8995.65,30167.07,2.3535,414,761168,1045916
CAMP_0503,Fitness,Fitness,Instagram,Influencer Sponsored Post,2884.76,2732.36,9467.1,2.4648,176,55499,54447
CAMP_0504,Food,Food,TikTok,Influencer Story Campaign,15023.91,14960.67,42161.24,1.8181,685,504900,419287
CAMP_0505,Fashion,Fashion,Instagram,Influencer Brand Ambassador,757.22,701.87,2840.61,3.0472,61,5944,5884
CAMP_0506,Lifestyle,Lifestyle,Instagram,Influencer Sponsored Post,893.93,849.28,3186.41,2.7519,69,7832,11619
CAMP_0507,Fitness,Fitness,Instagram,Influencer Reel Collaboration,12973.41,12270.95,44600.68,2.6347,694,305472,252877
CAMP_0508,Travel,Travel,Instagram,Influencer Brand Ambassador,3977.56,3838.67,12131.89,2.1604,273,14408,17832
CAMP_0509,Fashion,Fashion,TikTok,Influencer Brand Ambassador,14386.89,13960.06,60742.1,3.3511,789,1031359,1510303
CAMP_0510,Fashion,Fashion,Instagram,Influencer Brand Ambassador,14853.98,15075.09,44917.51,1.9796,837,202059,257543
CAMP_0511,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,322.2,334.53,1181.29,2.5312,32,6618,5936
CAMP_0512,Travel,Travel,Instagram,Influencer Story Campaign,3820.55,3966.66,14970.9,2.7742,307,80656,115846
CAMP_0513,Fashion,Fashion,TikTok,Influencer Story Campaign,3229.36,3020.71,9842.74,2.2584,151,106298,141993
CAMP_0514,Food,Food,YouTube,Influencer Brand Ambassador,4735.07,4930.73,21516.38,3.3637,537,95472,128445
CAMP_0515,Fitness,Fitness,Instagram,Influencer Story Campaign,988.76,943.96,3702.61,2.9224,98,11608,14871
CAMP_0516,Tech,Tech,Instagram,Influencer Reel Collaboration,876.91,887.93,3877.29,3.3667,85,9180,12819
CAMP_0517,Food,Food,YouTube,Influencer Story Campaign,381.02,388.41,1668.34,3.2953,34,8194,10813
CAMP_0518,Fashion,Fashion,Instagram,Influencer Sponsored Post,963.76,995.3,4094.29,3.1136,78,8697,8935
CAMP_0519,Food,Food,Instagram,Influencer Reel Collaboration,1167.31,1199.02,4120.0,2.4361,53,108381,130095
CAMP_0520,Travel,Travel,TikTok,Influencer Sponsored Post,2806.44,2902.17,8234.52,1.8374,213,17559,20658
CAMP_0521,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,3522.59,3327.72,8425.2,1.5318,124,18461,18463
CAMP_0522,Fashion,Fashion,YouTube,Influencer Brand Ambassador,1218.19,1263.85,5038.41,2.9866,99,79760,99881
CAMP_0523,Fitness,Fitness,TikTok,Influencer Sponsored Post,668.36,626.65,2380.13,2.7982,68,10452,12680
CAMP_0524,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,459.26,465.41,1887.07,3.0546,59,4186,3683
CAMP_0525,Food,Food,Instagram,Influencer Sponsored Post,2536.35,2535.26,9697.78,2.8252,353,79065,72709
CAMP_0526,Tech,Tech,TikTok,Influencer Story Campaign,315.69,307.65,1532.16,3.9802,36,2340,3131
CAMP_0527,Food,Food,Instagram,Influencer Story Campaign,305.26,280.98,1108.98,2.9468,21,4823,5541
CAMP_0528,Fitness,Fitness,TikTok,Influencer Reel Collaboration,671.09,656.99,2726.38,3.1498,55,9294,11346
CAMP_0529,Fitness,Fitness,Instagram,Influencer Brand Ambassador,3230.19,2992.32,12420.42,3.1508,459,39215,54810
CAMP_0530,Lifestyle,Lifestyle,TikTok,Influencer Brand Ambassador,1350.81,1315.97,5166.02,2.9256,148,26272,33377
CAMP_0531,Travel,Travel,TikTok,Influencer Story Campaign,79946.78,83231.98,212357.59,1.5514,4690,7142962,7609094
CAMP_0532,Fitness,Fitness,YouTube,Influencer Sponsored Post,1538.18,1586.98,6299.71,2.9696,146,103045,112280
CAMP_0533,Fashion,Fashion,Instagram,Influencer Sponsored Post,783.78,774.97,3638.73,3.6953,62,11805,15957
CAMP_0534,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,2265.95,2254.1,8515.93,2.778,143,80864,117169
CAMP_0535,Travel,Travel,TikTok,Influencer Reel Collaboration,3527.43,3615.75,12741.43,2.5239,310,76553,71614
CAMP_0536,Fitness,Fitness,Instagram,Influencer Reel Collaboration,1471.7,1506.94,5336.58,2.5413,66,39175,42694
CAMP_0537,Tech,Tech,Instagram,Influencer Story Campaign,360.95,344.01,1667.16,3.8463,30,6114,8173
CAMP_0538,Fitness,Fitness,Instagram,Influencer Brand Ambassador,3275.69,3367.95,13193.02,2.9172,369,15816,21884
CAMP_0539,Lifestyle,Lifestyle,YouTube,Influencer Reel Collaboration,14684.78,13806.63,26598.6,0.9265,358,614884,690963
CAMP_0540,Food,Food,Instagram,Influencer Brand Ambassador,3712.79,3674.42,13744.77,2.7407,377,84768,108489
CAMP_0541,Tech,Tech,Instagram,Influencer Story Campaign,1124.69,1126.32,4866.97,3.3211,104,61183,74437
CAMP_0542,Tech,Tech,Instagram,Influencer Sponsored Post,1347.19,1304.49,4579.41,2.5105,64,43148,43658
CAMP_0543,Travel,Travel,Instagram,Influencer Story Campaign,827.96,860.03,3066.11,2.5651,59,4811,5532
CAMP_0544,Fashion,Fashion,Instagram,Influencer Reel Collaboration,12854.42,12373.07,37304.65,2.015,554,923205,802058
CAMP_0545,Travel,Travel,Instagram,Influencer Story Campaign,11890.53,12276.08,36828.15,2.0,1343,858344,1196262
CAMP_0546,Fitness,Fitness,Instagram,Influencer Reel Collaboration,6546.54,6583.65,21912.91,2.3284,519,913398,1099997
CAMP_0547,Tech,Tech,Instagram,Influencer Brand Ambassador,429.25,412.72,1770.6,3.2901,53,10220,10133
CAMP_0548,Fitness,Fitness,TikTok,Influencer Sponsored Post,480.25,458.75,1973.27,3.3014,25,6718,9155
CAMP_0549,Travel,Travel,Instagram,Influencer Story Campaign,690.61,683.89,2573.93,2.7637,34,7049,5888
CAMP_0550,Food,Food,Instagram,Influencer Sponsored Post,1715.93,1777.47,6317.49,2.5542,105,90134,115649
CAMP_0551,Food,Food,TikTok,Influencer Brand Ambassador,4269.77,4349.15,15597.18,2.5863,205,105441,140774
CAMP_0552,Travel,Travel,Instagram,Influencer Sponsored Post,18795.34,17529.36,44532.86,1.5405,1058,601022,751934
CAMP_0553,Food,Food,YouTube,Influencer Story Campaign,31497.73,30034.56,65406.09,1.1777,866,11450570,11808166
CAMP_0554,Tech,Tech,YouTube,Influencer Reel Collaboration,580.27,569.96,2688.32,3.7167,37,7258,7240
CAMP_0555,Tech,Tech,TikTok,Influencer Story Campaign,2622.74,2684.58,9935.7,2.701,144,105621,123885
CAMP_0556,Food,Food,TikTok,Influencer Reel Collaboration,394.95,413.36,1867.94,3.5189,40,4105,4263
CAMP_0557,Lifestyle,Lifestyle,TikTok,Influencer Reel Collaboration,11530.31,11120.82,30077.38,1.7046,486,935571,1232668
CAMP_0558,Lifestyle,Lifestyle,TikTok,Influencer Reel Collaboration,676.86,671.55,2376.94,2.5395,33,6830,6306
CAMP_0559,Food,Food,Instagram,Influencer Sponsored Post,13946.08,13517.36,30133.96,1.2293,1005,969691,1330341
CAMP_0560,Travel,Travel,Instagram,Influencer Story Campaign,11794.62,11449.01,31298.08,1.7337,551,415663,389462
CAMP_0561,Lifestyle,Lifestyle,Instagram,Influencer Brand Ambassador,4652.82,4836.17,19634.3,3.0599,260,51917,77522
CAMP_0562,Travel,Travel,Instagram,Influencer Reel Collaboration,17787.58,17218.36,41886.37,1.4327,758,175442,146878
CAMP_0563,Lifestyle,Lifestyle,TikTok,Influencer Brand Ambassador,425.77,404.73,1484.05,2.6668,34,2010,2146
CAMP_0564,Food,Food,YouTube,Influencer Story Campaign,12123.07,12028.57,29584.97,1.4596,414,307370,323415
CAMP_0565,Food,Food,Instagram,Influencer Brand Ambassador,73605.29,67827.89,150269.69,1.2155,2039,3352801,4226368
CAMP_0566,Fashion,Fashion,Instagram,Influencer Story Campaign,2663.42,2759.74,9489.34,2.4385,150,71772,104156
CAMP_0567,Travel,Travel,Instagram,Influencer Reel Collaboration,3208.2,3112.0,10430.97,2.3519,410,70988,81544
CAMP_0568,Lifestyle,Lifestyle,Instagram,Influencer Brand Ambassador,3184.67,2943.75,11385.71,2.8678,420,60099,68409
CAMP_0569,Tech,Tech,Instagram,Influencer Reel Collaboration,26405.05,27668.94,94147.62,2.4026,1861,9931661,8489228
CAMP_0570,Travel,Travel,Instagram,Influencer Story Campaign,3966.74,3689.67,11806.65,2.1999,197,99650,135391
CAMP_0571,Tech,Tech,TikTok,Influencer Sponsored Post,62802.66,61606.45,130612.14,1.1201,1998,1280915,1402232
CAMP_0572,Tech,Tech,Instagram,Influencer Story Campaign,938.29,951.9,4245.23,3.4597,75,6481,5463
CAMP_0573,Food,Food,TikTok,Influencer Story Campaign,3625.28,3716.48,12105.52,2.2573,409,50240,57972
CAMP_0574,Tech,Tech,Instagram,Influencer Story Campaign,2100.87,1936.68,7242.21,2.7395,232,45679,42126
CAMP_0575,Travel,Travel,Instagram,Influencer Reel Collaboration,1701.6,1617.72,5681.5,2.512,211,103851,154618
CAMP_0576,Fashion,Fashion,TikTok,Influencer Story Campaign,16291.42,16619.66,57831.37,2.4797,1518,543007,601722
CAMP_0577,Lifestyle,Lifestyle,Instagram,Influencer Story Campaign,4367.33,4382.59,14934.54,2.4077,436,19120,20632
CAMP_0578,Tech,Tech,YouTube,Influencer Story Campaign,3822.43,3647.14,13774.06,2.7767,254,74205,81945
CAMP_0579,Tech,Tech,YouTube,Influencer Reel Collaboration,19426.44,20286.32,75130.68,2.7035,1689,826047,1149004
CAMP_0580,Travel,Travel,Instagram,Influencer Brand Ambassador,4209.27,4230.59,15222.33,2.5982,327,45468,60981
CAMP_0581,Lifestyle,Lifestyle,Instagram,Influencer Story Campaign,3710.87,3565.13,12330.31,2.4586,429,35582,38708
CAMP_0582,Travel,Travel,Instagram,Influencer Reel Collaboration,3901.0,3686.84,12107.21,2.2839,460,45016,38909
CAMP_0583,Travel,Travel,Instagram,Influencer Sponsored Post,6799.66,6790.2,14708.47,1.1661,242,1008043,1373196
CAMP_0584,Fashion,Fashion,Instagram,Influencer Story Campaign,2867.82,2876.54,12016.33,3.1774,158,21924,21780
CAMP_0585,Food,Food,Instagram,Influencer Brand Ambassador,259.2,251.36,970.6,2.8614,12,2522,2484
CAMP_0586,Food,Food,Instagram,Influencer Reel Collaboration,36053.53,34005.6,85098.98,1.5025,1634,7687312,6924045
CAMP_0587,Food,Food,Instagram,Influencer Sponsored Post,77232.03,71403.48,215696.63,2.0208,3183,2832870,2303506
CAMP_0588,Food,Food,Instagram,Influencer Sponsored Post,73168.47,68757.07,183971.95,1.6757,4264,5570062,5981863
CAMP_0589,Fitness,Fitness,TikTok,Influencer Reel Collaboration,2615.65,2671.94,10376.93,2.8837,412,107389,157637
CAMP_0590,Food,Food,Instagram,Influencer Brand Ambassador,2211.31,2216.16,6588.43,1.9729,84,19234,16607
CAMP_0591,Travel,Travel,Instagram,Influencer Sponsored Post,16406.8,16475.92,45584.2,1.7667,988,414043,386592
CAMP_0592,Lifestyle,Lifestyle,YouTube,Influencer Sponsored Post,2437.04,2522.53,8864.59,2.5142,180,23123,21565
CAMP_0593,Fitness,Fitness,Instagram,Influencer Sponsored Post,13894.18,13484.85,43710.61,2.2415,832,622997,919211
CAMP_0594,Food,Food,Instagram,Influencer Sponsored Post,2350.87,2175.89,6303.39,1.8969,200,106504,145375
CAMP_0595,Lifestyle,Lifestyle,TikTok,Influencer Reel Collaboration,89616.0,84182.04,117927.32,0.4009,4363,10102006,9082848
CAMP_0596,Lifestyle,Lifestyle,Instagram,Influencer Reel Collaboration,69469.77,70245.65,127179.52,0.8105,3952,5171537,4760784
CAMP_0597,Fitness,Fitness,Instagram,Influencer Sponsored Post,1682.76,1562.13,6016.0,2.8512,104,89469,110130
CAMP_0598,Fitness,Fitness,Instagram,Influencer Reel Collaboration,4343.58,4379.16,15581.16,2.558,363,108721,161243
CAMP_0599,Travel,Travel,TikTok,Influencer Story Campaign,4858.77,4952.79,14565.01,1.9408,460,39948,35907
CAMP_0600,Food,Food,Instagram,Influencer Brand Ambassador,2754.64,2548.84,8399.39,2.2954,275,88282,122990
